date,store,salesperson,vehicle_type,sale_price,front_gross,back_gross,lead_source,status,days_in_inventory,stock_number,make,model,year,fi_products_sold,csi_score
2025-04-15,Store 10,SP_G,Used,"$19,213","$1,825",$859,Phone,Pending,16,STK-01304,Ford,Explorer,2020,0,0
2025-04-15,Store 10,SP_I,Used,"$23,282","$1,824","$1,421",Walk-In,Sold,52,STK-01305,Buick,Pilot,2022,2,9.9
2025-04-15,Store 10,SP_D,New,"$31,059","$1,848",$980,CarGurus,Pending,49,STK-01306,Cadillac,Accord,2026,0,0
2025-04-15,Store 10,SP_J,Used,"$32,229","$1,965","$1,586",CarGurus,Lost,4,STK-01307,GMC,Envision,2019,0,0
2025-04-15,Store 10,SP_F,Used,"$27,128","$2,843","$2,176",Service Drive,Lost,50,STK-01308,Ford,F-150,2023,0,0
2025-04-15,Store 10,SP_C,Used,"$38,534","$1,706","$2,138",CarGurus,Sold,8,STK-01309,Chevrolet,Tahoe,2021,2,8
2025-04-15,Store 10,SP_G,Used,"$23,825","$2,945","$1,801",Email Campaign,Sold,2,STK-01310,Toyota,Highlander,2019,4,9.2
2025-04-15,Store 11,SP_J,Used,"$33,054","$1,893",$548,Repeat Customer,Pending,41,STK-01311,Toyota,Camry,2020,0,0
2025-04-15,Store 11,SP_F,New,"$52,927","$1,607",$497,Walk-In,Sold,54,STK-01312,Ford,Bronco,2024,3,8.3
2025-04-15,Store 11,SP_I,Used,"$34,667",$921,$249,Facebook,Sold,53,STK-01313,Cadillac,Accord,2023,3,9.1
2025-04-15,Store 12,SP_F,New,"$30,368","$1,404","$1,505",Email Campaign,Lost,10,STK-01314,Ford,F-150,2026,0,0
2025-04-15,Store 12,SP_A,New,"$46,004","$1,160","$1,998",Walk-In,Sold,30,STK-01315,Honda,Terrain,2026,4,9
2025-04-15,Store 12,SP_C,Used,"$17,688","$3,727","$1,169",Website,Sold,41,STK-01316,Honda,XT5,2021,0,8.5
2025-04-15,Store 12,SP_J,New,"$67,309","$1,311",$717,Facebook,Pending,34,STK-01317,Buick,Encore,2025,0,0
2025-04-16,Store 1,SP_J,Used,"$40,804","$1,573",$808,CarGurus,Sold,55,STK-01318,Toyota,Highlander,2021,0,9.4
2025-04-16,Store 1,SP_E,Used,"$31,076","$3,466","$1,496",Phone,Sold,18,STK-01319,Chevrolet,Silverado,2023,0,8
2025-04-16,Store 1,SP_J,New,"$65,397","$2,533","$1,503",Phone,Sold,83,STK-01320,GMC,Envision,2024,4,8.2
2025-04-16,Store 1,SP_J,New,"$45,179","$1,123","$1,547",Walk-In,Lost,7,STK-01321,Honda,Accord,2024,0,0
2025-04-16,Store 1,SP_A,New,"$67,908","$1,214","$1,723",Facebook,Sold,6,STK-01322,Buick,Ridgeline,2025,4,9.5
2025-04-16,Store 2,SP_E,Used,"$23,081","$2,197","$1,656",Service Drive,Sold,31,STK-01323,Toyota,Camry,2019,4,9.2
2025-04-16,Store 2,SP_E,New,"$40,111","$1,149","$1,106",Facebook,Sold,48,STK-01324,Cadillac,Pilot,2025,2,9.8
2025-04-16,Store 2,SP_H,Used,"$34,220","$1,788","$2,169",Walk-In,Sold,16,STK-01325,Ford,Explorer,2023,1,9.4
2025-04-16,Store 3,SP_D,Used,"$22,464","$2,795","$2,049",Referral,Sold,6,STK-01326,Ford,Escape,2023,4,8.2
2025-04-16,Store 3,SP_H,New,"$31,825","$2,019","$1,808",CarGurus,Sold,35,STK-01327,Cadillac,Envision,2024,2,9.6
2025-04-16,Store 3,SP_A,Used,"$28,761",$-662,$750,Email Campaign,Sold,21,STK-01328,Toyota,Highlander,2020,3,8.4
2025-04-16,Store 3,SP_D,New,"$43,951",$813,"$1,018",CarGurus,Pending,49,STK-01329,Toyota,Highlander,2025,0,0
2025-04-16,Store 3,SP_A,Used,"$20,707","$3,707",$814,AutoTrader,Sold,48,STK-01330,Buick,Pilot,2024,2,8.8
2025-04-16,Store 3,SP_C,Used,"$31,648","$3,542",$980,Walk-In,Pending,2,STK-01331,Chevrolet,Silverado,2020,0,0
2025-04-16,Store 3,SP_C,Used,"$24,039","$2,613","$1,155",Walk-In,Sold,20,STK-01332,GMC,Terrain,2022,1,8.3
2025-04-16,Store 3,SP_B,New,"$43,374","$1,688","$1,418",Service Drive,Lost,35,STK-01333,Toyota,Tacoma,2025,0,0
2025-04-16,Store 3,SP_G,New,"$31,033","$2,474",$833,Walk-In,Lost,49,STK-01334,Buick,XT5,2024,0,0
2025-04-16,Store 4,SP_D,Used,"$29,295",$502,$886,Phone,Lost,7,STK-01335,GMC,Encore,2023,0,0
2025-04-16,Store 4,SP_H,New,"$57,936",$404,"$1,227",Facebook,Lost,2,STK-01336,Honda,Ridgeline,2025,0,0
2025-04-16,Store 4,SP_F,Used,"$13,496",$313,"$1,629",Walk-In,Sold,1,STK-01337,GMC,Terrain,2024,1,8.7
2025-04-16,Store 4,SP_D,Used,"$22,895",$201,$617,CarGurus,Sold,29,STK-01338,Ford,Explorer,2019,3,9.6
2025-04-16,Store 4,SP_H,Used,"$38,004",$850,$688,AutoTrader,Lost,9,STK-01339,Chevrolet,Equinox,2021,0,0
2025-04-16,Store 5,SP_H,Used,"$17,772","$1,817",$837,Facebook,Lost,51,STK-01340,Chevrolet,Silverado,2023,0,0
2025-04-16,Store 5,SP_B,Used,"$20,347","$3,054","$1,870",Facebook,Lost,9,STK-01341,Cadillac,Encore,2021,0,0
2025-04-16,Store 5,SP_C,Used,"$27,292","$3,068","$1,439",Referral,Sold,34,STK-01342,Ford,Bronco,2022,0,8.4
2025-04-16,Store 5,SP_J,New,"$60,787",$671,$981,Referral,Pending,43,STK-01343,Buick,Ridgeline,2025,0,0
2025-04-16,Store 5,SP_D,New,"$53,737","$2,248",$769,Referral,Lost,50,STK-01344,GMC,CR-V,2024,0,0
2025-04-16,Store 6,SP_I,Used,"$20,138","$2,650","$1,974",AutoTrader,Pending,9,STK-01345,Chevrolet,Equinox,2021,0,0
2025-04-16,Store 6,SP_G,New,"$29,366","$1,835","$1,901",Facebook,Lost,2,STK-01346,GMC,XT5,2024,0,0
2025-04-16,Store 6,SP_I,New,"$30,628","$2,564",$905,Phone,Pending,18,STK-01347,Buick,Ridgeline,2024,0,0
2025-04-16,Store 6,SP_B,Used,"$16,574","$2,235",$971,Repeat Customer,Sold,46,STK-01348,Buick,Pilot,2019,2,9.6
2025-04-16,Store 7,SP_G,New,"$55,244","$2,079","$1,639",Email Campaign,Lost,31,STK-01349,GMC,XT5,2026,0,0
2025-04-16,Store 7,SP_C,New,"$35,907","$2,014","$1,812",CarGurus,Lost,30,STK-01350,Chevrolet,Traverse,2026,0,0
2025-04-16,Store 7,SP_D,New,"$63,034","$1,731","$1,240",CarGurus,Pending,3,STK-01351,Ford,Explorer,2025,0,0
2025-04-16,Store 7,SP_A,New,"$51,166","$2,224","$1,172",CarGurus,Sold,19,STK-01352,GMC,Encore,2025,0,8.9
2025-04-16,Store 7,SP_H,Used,"$13,130","$3,487","$2,076",CarGurus,Lost,30,STK-01353,Ford,F-150,2019,0,0
2025-04-16,Store 8,SP_F,Used,"$22,513","$2,786","$1,383",Repeat Customer,Lost,38,STK-01354,Buick,XT5,2020,0,0
2025-04-16,Store 8,SP_E,New,"$35,294","$2,555","$1,357",Walk-In,Lost,54,STK-01355,Honda,Accord,2025,0,0
2025-04-16,Store 8,SP_I,New,"$53,601","$1,089","$1,618",Phone,Sold,33,STK-01356,GMC,Pilot,2026,1,8.3
2025-04-16,Store 8,SP_J,New,"$43,381",$614,"$1,775",Service Drive,Pending,17,STK-01357,Ford,Escape,2026,0,0
2025-04-16,Store 8,SP_E,New,"$43,088",$635,"$1,002",Email Campaign,Sold,45,STK-01358,Honda,Pilot,2025,0,8.2
2025-04-16,Store 8,SP_A,New,"$65,298","$2,037",$936,Walk-In,Lost,13,STK-01359,Toyota,Tacoma,2024,0,0
2025-04-16,Store 8,SP_I,Used,"$25,768","$2,873","$1,516",Walk-In,Sold,25,STK-01360,Toyota,RAV4,2024,4,8.4
2025-04-16,Store 8,SP_H,New,"$35,986","$2,284","$1,965",AutoTrader,Lost,1,STK-01361,Chevrolet,Tahoe,2026,0,0
2025-04-16,Store 9,SP_J,New,"$62,710","$1,973","$1,616",Repeat Customer,Sold,51,STK-01362,Cadillac,Accord,2025,0,8.1
2025-04-16,Store 9,SP_D,Used,"$13,373","$3,750",$849,Repeat Customer,Sold,26,STK-01363,Chevrolet,Silverado,2024,0,8.2
2025-04-16,Store 9,SP_B,Used,"$40,140","$3,691","$1,297",CarGurus,Lost,8,STK-01364,Ford,Escape,2023,0,0
2025-04-16,Store 9,SP_A,Used,"$16,930","$2,310","$1,615",Service Drive,Sold,9,STK-01365,Cadillac,Ridgeline,2019,1,10
2025-04-16,Store 9,SP_H,New,"$63,371",$756,"$1,534",Website,Sold,40,STK-01366,Honda,Encore,2026,2,8.3
2025-04-16,Store 9,SP_B,Used,"$24,862","$1,955","$1,340",Walk-In,Lost,39,STK-01367,Ford,Bronco,2024,0,0
2025-04-16,Store 9,SP_J,New,"$48,630","$1,235","$1,048",Email Campaign,Sold,23,STK-01368,Buick,Terrain,2025,1,8
2025-04-16,Store 9,SP_C,Used,"$36,423","$3,612","$1,263",Service Drive,Lost,30,STK-01369,Cadillac,Terrain,2024,0,0
2025-04-16,Store 9,SP_F,Used,"$16,704","$2,842",$882,Facebook,Sold,39,STK-01370,Cadillac,Ridgeline,2019,0,8.6
2025-04-16,Store 10,SP_B,Used,"$34,199","$3,204","$1,224",Website,Sold,55,STK-01371,Cadillac,Encore,2022,0,9.9
2025-04-16,Store 10,SP_H,Used,"$29,984","$2,707","$1,634",Referral,Sold,6,STK-01372,GMC,Envision,2021,4,8.3
2025-04-16,Store 10,SP_D,New,"$60,705",$665,"$1,596",Email Campaign,Sold,92,STK-01373,GMC,CR-V,2024,3,9.2
2025-04-16,Store 10,SP_G,Used,"$19,349","$3,456","$1,938",Referral,Sold,41,STK-01374,GMC,Encore,2023,1,8.9
2025-04-16,Store 10,SP_D,New,"$52,584","$2,510","$1,213",Referral,Sold,30,STK-01375,Chevrolet,Tahoe,2025,4,8.2
2025-04-16,Store 10,SP_I,Used,"$36,495","$3,224","$1,099",Referral,Sold,70,STK-01376,Chevrolet,Traverse,2023,4,9.1
2025-04-16,Store 10,SP_J,Used,"$19,370","$3,337","$2,160",Website,Sold,42,STK-01377,Buick,Encore,2019,2,10
2025-04-16,Store 10,SP_F,Used,"$35,596","$2,947",$866,Website,Sold,9,STK-01378,Ford,Escape,2024,1,9.5
2025-04-16,Store 10,SP_J,New,"$34,789","$1,938","$1,208",Walk-In,Sold,34,STK-01379,Buick,CR-V,2026,0,8.4
2025-04-16,Store 10,SP_G,New,"$35,822","$2,341","$1,665",Repeat Customer,Sold,37,STK-01380,Buick,Accord,2026,0,9
2025-04-16,Store 11,SP_I,New,"$59,483","$1,793",$273,Repeat Customer,Sold,24,STK-01381,Chevrolet,Equinox,2024,0,9.1
2025-04-16,Store 11,SP_G,New,"$46,561","$2,166",$193,CarGurus,Lost,18,STK-01382,GMC,Envision,2025,0,0
2025-04-16,Store 11,SP_F,Used,"$32,896","$1,382",$217,CarGurus,Sold,16,STK-01383,Toyota,Camry,2024,1,8.2
2025-04-16,Store 11,SP_E,New,"$58,554",$880,$374,Email Campaign,Lost,13,STK-01384,Cadillac,Pilot,2025,0,0
2025-04-16,Store 11,SP_I,New,"$30,575","$1,638",$584,Service Drive,Sold,40,STK-01385,Chevrolet,Traverse,2024,4,8.2
2025-04-16,Store 11,SP_G,New,"$42,043","$1,741",$252,Referral,Sold,6,STK-01386,Buick,Ridgeline,2024,4,9.3
2025-04-16,Store 11,SP_G,Used,"$31,867","$1,429",$458,Walk-In,Lost,44,STK-01387,Cadillac,CR-V,2020,0,0
2025-04-16,Store 12,SP_C,New,"$49,515","$1,121","$1,799",Walk-In,Lost,18,STK-01388,Buick,CR-V,2026,0,0
2025-04-16,Store 12,SP_C,Used,"$23,322","$1,517",$978,CarGurus,Sold,29,STK-01389,Chevrolet,Equinox,2021,2,9.5
2025-04-16,Store 12,SP_H,New,"$31,553","$2,513","$1,549",Facebook,Sold,25,STK-01390,Cadillac,XT5,2024,4,8.9
2025-04-16,Store 12,SP_C,New,"$43,485","$2,410",$844,AutoTrader,Pending,2,STK-01391,Ford,Bronco,2026,0,0
2025-04-17,Store 1,SP_B,Used,"$32,778","$1,679","$1,715",Facebook,Sold,27,STK-01392,Cadillac,Envision,2019,3,8.3
2025-04-17,Store 1,SP_J,New,"$29,684","$1,719",$816,Referral,Sold,13,STK-01393,Cadillac,Encore,2024,2,8.3
2025-04-17,Store 1,SP_G,Used,"$22,194","$1,856","$1,766",Website,Sold,116,STK-01394,Chevrolet,Tahoe,2024,1,8.3
2025-04-17,Store 1,SP_B,New,"$52,605","$1,019","$1,899",Email Campaign,Sold,89,STK-01395,GMC,Envision,2026,2,9.6
2025-04-17,Store 2,SP_B,Used,"$19,994","$3,772","$2,051",Repeat Customer,Sold,1,STK-01396,Cadillac,XT5,2019,1,8
2025-04-17,Store 2,SP_B,Used,"$16,018","$3,475","$1,023",CarGurus,Lost,41,STK-01397,Ford,F-150,2023,0,0
2025-04-17,Store 2,SP_I,New,"$41,047","$1,865","$1,200",Service Drive,Pending,8,STK-01398,Honda,Terrain,2024,0,0
2025-04-17,Store 2,SP_C,New,"$64,727",$915,"$1,039",CarGurus,Sold,12,STK-01399,Buick,XT5,2024,4,8.6
2025-04-17,Store 2,SP_J,New,"$32,113","$2,280","$1,093",Walk-In,Pending,48,STK-01400,Honda,Accord,2024,0,0
2025-04-17,Store 2,SP_C,New,"$64,933","$2,064",$793,Facebook,Lost,40,STK-01401,Cadillac,Ridgeline,2025,0,0
2025-04-17,Store 2,SP_H,New,"$61,446","$2,560","$1,800",AutoTrader,Sold,45,STK-01402,Chevrolet,Silverado,2024,2,8.4
2025-04-17,Store 3,SP_J,New,"$34,618","$2,373","$1,257",Walk-In,Lost,53,STK-01403,Chevrolet,Tahoe,2026,0,0
2025-04-17,Store 3,SP_B,New,"$29,607","$1,277","$1,782",CarGurus,Pending,41,STK-01404,Buick,XT5,2024,0,0
2025-04-17,Store 3,SP_F,Used,"$13,087","$3,361","$1,916",Service Drive,Sold,42,STK-01405,Ford,Escape,2022,3,8.2
2025-04-17,Store 3,SP_F,New,"$30,452",$828,"$1,321",AutoTrader,Pending,15,STK-01406,Buick,CR-V,2025,0,0
2025-04-17,Store 3,SP_F,Used,"$34,274","$2,471","$1,158",Email Campaign,Sold,10,STK-01407,Buick,Ridgeline,2019,4,9.7
2025-04-17,Store 3,SP_H,New,"$64,936","$2,191","$1,722",CarGurus,Sold,26,STK-01408,Toyota,RAV4,2026,1,8.7
2025-04-17,Store 4,SP_J,Used,"$21,025",$583,$644,Website,Lost,67,STK-01409,Chevrolet,Silverado,2024,0,0
2025-04-17,Store 4,SP_B,Used,"$18,281",$274,$750,Walk-In,Lost,21,STK-01410,Chevrolet,Silverado,2023,0,0
2025-04-17,Store 4,SP_F,Used,"$31,154",$311,"$1,065",AutoTrader,Pending,105,STK-01411,Toyota,RAV4,2019,0,0
2025-04-17,Store 4,SP_G,New,"$32,185",$534,"$1,096",Phone,Sold,48,STK-01412,Cadillac,Pilot,2025,2,8.5
2025-04-17,Store 4,SP_C,New,"$61,657",$110,$897,Website,Pending,48,STK-01413,Cadillac,Envision,2025,0,0
2025-04-17,Store 4,SP_G,New,"$30,832",$342,"$1,554",Repeat Customer,Lost,50,STK-01414,Chevrolet,Traverse,2025,0,0
2025-04-17,Store 4,SP_B,Used,"$24,597",$478,"$1,759",Referral,Sold,28,STK-01415,Cadillac,Accord,2022,2,9.8
2025-04-17,Store 4,SP_J,New,"$33,124",$446,$634,Walk-In,Lost,3,STK-01416,Cadillac,Terrain,2026,0,0
2025-04-17,Store 4,SP_A,Used,"$30,029",$491,"$1,260",Phone,Lost,46,STK-01417,Cadillac,Encore,2023,0,0
2025-04-17,Store 5,SP_D,New,"$67,034",$653,"$1,984",Service Drive,Sold,21,STK-01418,Ford,Explorer,2024,0,9.7
2025-04-17,Store 5,SP_B,Used,"$25,879","$3,205",$846,AutoTrader,Sold,2,STK-01419,Chevrolet,Tahoe,2020,4,9.7
2025-04-17,Store 5,SP_F,Used,"$40,533","$3,099","$1,346",Repeat Customer,Pending,20,STK-01420,Cadillac,Encore,2022,0,0
2025-04-17,Store 5,SP_J,Used,"$18,169","$1,901",$856,Email Campaign,Lost,1,STK-01421,GMC,CR-V,2023,0,0
2025-04-17,Store 5,SP_I,Used,"$24,573","$2,537",$934,Repeat Customer,Pending,25,STK-01422,Toyota,RAV4,2019,0,0
2025-04-17,Store 5,SP_G,New,"$61,682","$2,510",$717,AutoTrader,Sold,34,STK-01423,Chevrolet,Equinox,2026,3,8.3
2025-04-17,Store 5,SP_A,Used,"$28,584","$1,528",$926,Facebook,Pending,10,STK-01424,Honda,Envision,2021,0,0
2025-04-17,Store 6,SP_F,Used,"$37,385","$1,900","$1,701",Repeat Customer,Sold,44,STK-01425,Ford,Explorer,2021,4,9.7
2025-04-17,Store 6,SP_A,New,"$34,725",$907,"$1,243",Service Drive,Lost,44,STK-01426,Honda,Encore,2025,0,0
2025-04-17,Store 6,SP_B,New,"$41,895","$1,168","$1,385",AutoTrader,Pending,8,STK-01427,Toyota,Highlander,2025,0,0
2025-04-17,Store 6,SP_B,New,"$61,093","$1,925",$977,Service Drive,Sold,47,STK-01428,Cadillac,Ridgeline,2025,0,9.2
2025-04-17,Store 6,SP_F,Used,"$28,177","$1,524","$1,010",Walk-In,Pending,23,STK-01429,GMC,Accord,2023,0,0
2025-04-17,Store 6,SP_B,Used,"$38,164","$3,498","$1,674",CarGurus,Lost,9,STK-01430,Cadillac,Pilot,2019,0,0
2025-04-17,Store 7,SP_I,Used,"$40,929","$3,032","$1,991",CarGurus,Lost,3,STK-01431,Ford,Escape,2023,0,0
2025-04-17,Store 7,SP_D,Used,"$18,591","$2,281","$1,628",Email Campaign,Lost,43,STK-01432,Toyota,Camry,2019,0,0
2025-04-17,Store 7,SP_E,Used,"$36,523","$2,550","$1,575",CarGurus,Pending,31,STK-01433,Honda,XT5,2023,0,0
2025-04-17,Store 7,SP_F,New,"$62,239","$1,141","$1,259",CarGurus,Pending,104,STK-01434,Ford,Bronco,2024,0,0
2025-04-17,Store 7,SP_B,New,"$53,538","$1,780","$1,193",Phone,Sold,45,STK-01435,GMC,XT5,2024,4,8
2025-04-17,Store 8,SP_A,New,"$38,230","$1,812",$729,Facebook,Sold,48,STK-01436,Honda,Pilot,2026,4,8.4
2025-04-17,Store 8,SP_B,Used,"$30,124","$3,298","$1,175",Service Drive,Sold,38,STK-01437,Chevrolet,Traverse,2019,0,9.7
2025-04-17,Store 8,SP_I,New,"$62,251","$2,237","$1,839",AutoTrader,Sold,27,STK-01438,Chevrolet,Equinox,2025,2,9.1
2025-04-17,Store 9,SP_B,New,"$32,416","$1,028","$1,213",Phone,Sold,4,STK-01439,Chevrolet,Tahoe,2025,0,9.2
2025-04-17,Store 9,SP_B,New,"$47,936","$2,352","$1,801",Repeat Customer,Sold,32,STK-01440,Ford,Escape,2024,2,9.8
2025-04-17,Store 9,SP_G,Used,"$15,863","$1,706","$1,964",CarGurus,Lost,52,STK-01441,Ford,Escape,2019,0,0
2025-04-17,Store 9,SP_B,New,"$35,250",$728,"$1,794",Facebook,Lost,18,STK-01442,Toyota,RAV4,2026,0,0
2025-04-17,Store 9,SP_A,Used,"$30,914","$1,482","$1,091",Walk-In,Pending,16,STK-01443,Ford,Escape,2019,0,0
2025-04-17,Store 9,SP_D,New,"$44,419","$1,529","$1,608",AutoTrader,Lost,38,STK-01444,GMC,Envision,2025,0,0
2025-04-17,Store 9,SP_C,New,"$67,066",$766,"$1,490",CarGurus,Pending,46,STK-01445,Buick,CR-V,2024,0,0
2025-04-17,Store 9,SP_G,Used,"$29,855","$3,059","$1,017",Referral,Pending,44,STK-01446,Honda,Ridgeline,2024,0,0
2025-04-17,Store 9,SP_J,Used,"$13,002","$3,608","$1,264",Repeat Customer,Lost,27,STK-01447,Honda,CR-V,2021,0,0
2025-04-17,Store 10,SP_F,Used,"$23,286","$2,112","$1,717",Phone,Sold,3,STK-01448,Buick,Envision,2023,2,8.1
2025-04-17,Store 10,SP_D,Used,"$22,192","$2,837",$926,Walk-In,Lost,51,STK-01449,Honda,Pilot,2023,0,0
2025-04-17,Store 10,SP_C,New,"$31,187","$1,537","$1,066",Repeat Customer,Sold,16,STK-01450,Toyota,Tacoma,2025,4,8.1
2025-04-17,Store 10,SP_C,New,"$59,509","$1,714","$1,222",Phone,Sold,25,STK-01451,Cadillac,CR-V,2025,4,8.4
2025-04-17,Store 10,SP_B,New,"$64,278","$1,490","$1,870",Facebook,Lost,109,STK-01452,Toyota,Camry,2026,0,0
2025-04-17,Store 10,SP_E,Used,"$28,963","$2,936","$1,350",CarGurus,Lost,36,STK-01453,Buick,Envision,2024,0,0
2025-04-17,Store 10,SP_C,Used,"$15,335","$2,550","$2,071",AutoTrader,Lost,39,STK-01454,Chevrolet,Silverado,2021,0,0
2025-04-17,Store 10,SP_D,Used,"$27,465","$3,645",$808,Website,Sold,7,STK-01455,Cadillac,Envision,2021,2,8.4
2025-04-17,Store 10,SP_F,New,"$67,885","$1,955","$1,812",Service Drive,Lost,39,STK-01456,Buick,Accord,2025,0,0
2025-04-17,Store 10,SP_A,Used,"$37,954","$3,094","$1,491",Website,Sold,26,STK-01457,Toyota,Camry,2020,1,8.3
2025-04-17,Store 11,SP_I,New,"$50,011",$971,$231,AutoTrader,Sold,13,STK-01458,Toyota,Highlander,2024,3,9.2
2025-04-17,Store 11,SP_I,New,"$52,752","$1,117",$187,AutoTrader,Lost,38,STK-01459,Chevrolet,Tahoe,2026,0,0
2025-04-17,Store 11,SP_D,New,"$41,466","$1,556",$193,Service Drive,Pending,1,STK-01460,Chevrolet,Silverado,2024,0,0
2025-04-17,Store 11,SP_E,Used,"$13,013",$840,$437,Service Drive,Sold,34,STK-01461,Cadillac,Accord,2022,2,9.4
2025-04-17,Store 11,SP_J,Used,"$37,617","$1,835",$191,Referral,Pending,20,STK-01462,Ford,Bronco,2019,0,0
2025-04-17,Store 11,SP_F,Used,"$15,281","$1,572",$425,CarGurus,Lost,11,STK-01463,Ford,F-150,2019,0,0
2025-04-17,Store 12,SP_E,New,"$28,471",$924,"$1,312",Walk-In,Sold,10,STK-01464,Honda,Terrain,2024,4,9.9
2025-04-17,Store 12,SP_A,New,"$32,076","$2,494",$762,Repeat Customer,Pending,9,STK-01465,GMC,Pilot,2024,0,0
2025-04-17,Store 12,SP_D,New,"$41,729","$1,725","$1,631",Website,Pending,39,STK-01466,Toyota,RAV4,2026,0,0
2025-04-17,Store 12,SP_B,Used,"$39,302","$2,955",$836,AutoTrader,Sold,53,STK-01467,Honda,Encore,2024,1,9.9
2025-04-17,Store 12,SP_A,New,"$41,533","$2,496","$1,002",CarGurus,Lost,52,STK-01468,GMC,Terrain,2024,0,0
2025-04-17,Store 12,SP_F,Used,"$36,067","$3,646","$2,056",Repeat Customer,Lost,30,STK-01469,Honda,Encore,2024,0,0
2025-04-17,Store 12,SP_F,New,"$33,825",$695,$891,Email Campaign,Sold,4,STK-01470,Cadillac,CR-V,2025,4,8.5
2025-04-18,Store 1,SP_I,Used,"$31,806","$2,497","$1,587",Repeat Customer,Sold,36,STK-01471,Ford,Escape,2021,1,9.4
2025-04-18,Store 1,SP_A,New,"$45,475","$1,369","$1,078",Phone,Sold,52,STK-01472,Toyota,RAV4,2025,0,8.2
2025-04-18,Store 1,SP_D,Used,"$36,627","$2,262",$966,AutoTrader,Sold,6,STK-01473,Toyota,Tacoma,2024,4,9.6
2025-04-18,Store 1,SP_B,New,"$54,801","$1,892","$1,562",Email Campaign,Sold,97,STK-01474,Ford,Explorer,2025,3,9.9
2025-04-18,Store 1,SP_H,New,"$30,626","$1,607","$1,192",AutoTrader,Sold,2,STK-01475,Buick,Terrain,2026,3,8.4
2025-04-18,Store 1,SP_E,New,"$62,162","$1,046","$1,541",Service Drive,Lost,43,STK-01476,GMC,Encore,2025,0,0
2025-04-18,Store 2,SP_A,New,"$58,612","$1,426","$1,231",Repeat Customer,Sold,45,STK-01477,Buick,Encore,2026,3,9.7
2025-04-18,Store 2,SP_E,Used,"$16,628","$2,534","$1,026",Website,Sold,36,STK-01478,Ford,Escape,2023,1,8
2025-04-18,Store 2,SP_D,New,"$41,151","$2,118","$1,979",Website,Lost,2,STK-01479,Chevrolet,Silverado,2026,0,0
2025-04-18,Store 2,SP_H,New,"$39,213","$1,559","$1,222",Walk-In,Sold,34,STK-01480,Ford,Explorer,2026,3,8.4
2025-04-18,Store 2,SP_B,New,"$48,655","$1,165","$1,065",Facebook,Sold,3,STK-01481,Honda,Encore,2024,0,9.3
2025-04-18,Store 2,SP_G,Used,"$35,410","$2,123","$1,412",Service Drive,Sold,1,STK-01482,Chevrolet,Equinox,2021,0,8.9
2025-04-18,Store 2,SP_I,Used,"$24,154","$2,388",$902,Referral,Sold,48,STK-01483,GMC,Pilot,2024,1,8.8
2025-04-18,Store 2,SP_F,New,"$29,296","$2,555",$880,Website,Pending,24,STK-01484,GMC,CR-V,2024,0,0
2025-04-18,Store 2,SP_F,New,"$47,855","$1,354",$882,Walk-In,Lost,24,STK-01485,Ford,Bronco,2024,0,0
2025-04-18,Store 2,SP_J,New,"$46,284","$1,955",$861,Phone,Sold,7,STK-01486,Cadillac,Ridgeline,2026,4,9
2025-04-18,Store 3,SP_E,New,"$61,047",$-679,$607,Referral,Lost,4,STK-01487,Toyota,Camry,2025,0,0
2025-04-18,Store 3,SP_A,New,"$55,769","$1,915","$1,228",AutoTrader,Pending,19,STK-01488,GMC,Envision,2024,0,0
2025-04-18,Store 3,SP_F,Used,"$23,463","$2,425","$1,287",AutoTrader,Lost,18,STK-01489,Chevrolet,Equinox,2023,0,0
2025-04-18,Store 4,SP_C,New,"$41,883",$508,$952,CarGurus,Pending,27,STK-01490,Honda,CR-V,2026,0,0
2025-04-18,Store 4,SP_D,Used,"$29,883",$584,"$1,467",Website,Lost,49,STK-01491,GMC,Accord,2023,0,0
2025-04-18,Store 4,SP_A,Used,"$37,983",$371,$982,Website,Lost,19,STK-01492,GMC,Terrain,2024,0,0
2025-04-18,Store 4,SP_J,Used,"$34,205",$456,$776,Facebook,Pending,2,STK-01493,Toyota,RAV4,2019,0,0
2025-04-18,Store 4,SP_E,Used,"$18,196",$692,"$1,214",Facebook,Sold,19,STK-01494,Chevrolet,Traverse,2020,1,9
2025-04-18,Store 5,SP_E,New,"$60,739",$601,"$1,400",Facebook,Lost,29,STK-01495,Cadillac,Accord,2026,0,0
2025-04-18,Store 5,SP_A,Used,"$33,684","$2,166","$1,318",Facebook,Sold,17,STK-01496,Honda,Envision,2024,3,9.3
2025-04-18,Store 5,SP_F,Used,"$18,400","$2,317","$2,109",Referral,Pending,34,STK-01497,Ford,Explorer,2019,0,0
2025-04-18,Store 5,SP_A,New,"$28,670","$1,977","$1,493",Repeat Customer,Sold,28,STK-01498,Chevrolet,Equinox,2024,0,8.3
2025-04-18,Store 5,SP_J,Used,"$33,052","$2,825","$1,396",Facebook,Pending,36,STK-01499,Toyota,Tacoma,2024,0,0
2025-04-18,Store 5,SP_F,New,"$33,402",$651,$832,Phone,Lost,39,STK-01500,GMC,XT5,2025,0,0
2025-04-18,Store 5,SP_J,New,"$46,564","$2,477","$1,914",Walk-In,Lost,15,STK-01501,Cadillac,Ridgeline,2026,0,0
2025-04-18,Store 5,SP_H,Used,"$41,838","$2,878",$821,Website,Sold,49,STK-01502,Toyota,Camry,2019,3,9.8
