date,store,salesperson,vehicle_type,sale_price,front_gross,back_gross,lead_source,status,days_in_inventory,stock_number,make,model,year,fi_products_sold,csi_score
2025-07-20,Store 5,SP_B,Used,"$23,625","$2,370","$1,857",CarGurus,Sold,42,STK-03091,Chevrolet,RAV4,2021,2,8.1
2025-07-20,Store 5,SP_A,New,"$40,989","$1,787","$2,141",Phone,Sold,111,STK-03092,Toyota,Bronco,2026,1,9.4
2025-07-20,Store 6,SP_G,New,"$25,540","$2,464","$2,063",Service Drive,Lost,82,STK-03093,Honda,XT5,2025,0,0
2025-07-20,Store 6,SP_E,Used,"$25,961","$1,273","$1,320",Walk-In,Sold,73,STK-03094,GMC,Camry,2019,4,8.0
2025-07-20,Store 6,SP_A,New,"$28,237","$2,778",$751,Walk-In,Pending,79,STK-03095,Buick,Silverado,2024,0,0
2025-07-20,Store 7,SP_F,Used,"$22,266","$2,051",$808,Referral,Sold,90,STK-03096,Buick,Envision,2021,1,9.2
2025-07-20,Store 7,SP_F,Used,"$17,700",$465,$702,Website,Sold,76,STK-03097,Chevrolet,Tahoe,2024,1,8.8
2025-07-20,Store 7,SP_A,New,"$71,378","$3,066","$1,940",Walk-In,Lost,16,STK-03098,Chevrolet,Camry,2026,0,0
2025-07-20,Store 8,SP_A,New,"$72,834","$1,732",$680,Walk-In,Sold,26,STK-03099,Toyota,Malibu,2026,3,9.0
2025-07-20,Store 8,SP_H,New,"$62,580","$1,593","$1,607",Repeat Customer,Pending,94,STK-03100,Cadillac,Camry,2025,0,0
2025-07-20,Store 9,SP_I,Used,"$14,857","$1,964","$1,291",Email Campaign,Sold,115,STK-03101,GMC,Bronco,2024,2,8.7
2025-07-20,Store 9,SP_G,New,"$74,174","$1,602",$744,Website,Lost,93,STK-03102,Cadillac,Silverado,2025,0,0
2025-07-20,Store 9,SP_J,Used,"$13,948","$3,698","$1,044",Referral,Sold,84,STK-03103,Toyota,Pilot,2021,3,8.9
2025-07-20,Store 9,SP_C,New,"$56,407","$2,303",$958,Repeat Customer,Lost,82,STK-03104,Chevrolet,Malibu,2025,0,0
2025-07-21,Store 1,SP_H,New,"$70,181","$3,503","$1,844",Repeat Customer,Sold,123,STK-03105,Toyota,Bronco,2025,2,9.0
2025-07-21,Store 10,SP_E,Used,"$12,078",$881,$954,Walk-In,Sold,17,STK-03106,Chevrolet,Yukon,2024,1,9.4
2025-07-21,Store 10,SP_J,New,"$31,018","$2,842",$874,Referral,Sold,100,STK-03107,Chevrolet,Terrain,2026,2,9.3
2025-07-21,Store 10,SP_D,New,"$33,639",$471,"$1,111",Service Drive,Lost,21,STK-03108,Buick,Tahoe,2025,0,9.9
2025-07-21,Store 11,SP_H,New,"$36,579","$2,622",$631,Referral,Pending,89,STK-03109,Cadillac,Tahoe,2026,0,0
2025-07-21,Store 11,SP_H,Used,"$16,376","$2,062",$483,Facebook,Sold,118,STK-03110,Ford,Traverse,2024,1,9.8
2025-07-21,Store 12,SP_C,Used,"$32,177",$710,"$1,366",CarGurus,Sold,110,STK-03111,Honda,Pilot,2022,3,8.5
2025-07-21,Store 12,SP_F,New,"$51,179","$1,301",$985,Website,Sold,99,STK-03112,Ford,Encore,2026,1,8.9
2025-07-21,Store 12,SP_B,New,"$52,336","$1,333","$1,077",AutoTrader,Lost,95,STK-03113,Ford,CR-V,2026,0,0
2025-07-21,Store 2,SP_G,Used,"$26,117","$3,060","$1,454",Phone,Sold,40,STK-03114,Toyota,Sierra,2022,0,8.2
2025-07-21,Store 2,SP_B,New,"$41,770","$3,407",$829,Service Drive,Sold,96,STK-03115,GMC,CR-V,2026,0,9.6
2025-07-21,Store 3,SP_J,Used,"$30,502","$3,768",$971,Email Campaign,Pending,76,STK-03116,Cadillac,CR-V,2019,0,0
2025-07-21,Store 4,SP_D,Used,"$47,804","$2,799",$440,CarGurus,Sold,54,STK-03117,Cadillac,Yukon,2024,4,8.0
2025-07-21,Store 4,SP_B,New,"$64,883","$1,750",$860,CarGurus,Pending,98,STK-03118,Chevrolet,Terrain,2026,0,0
2025-07-21,Store 4,SP_E,Used,"$18,605","$1,793","$1,600",Facebook,Pending,86,STK-03119,Ford,Malibu,2020,0,0
2025-07-21,Store 5,SP_I,New,"$29,828","$2,781","$1,510",Walk-In,Sold,112,STK-03120,Buick,Highlander,2026,0,9.6
2025-07-21,Store 5,SP_C,Used,"$29,884","$1,958",$703,Repeat Customer,Sold,123,STK-03121,Chevrolet,Terrain,2021,3,9.9
2025-07-21,Store 6,SP_F,Used,"$20,155","$3,129","$1,656",Email Campaign,Sold,37,STK-03122,GMC,Accord,2019,1,8.5
2025-07-21,Store 6,SP_B,New,"$55,047","$3,619","$1,590",AutoTrader,Sold,59,STK-03123,Ford,Malibu,2026,1,9.6
2025-07-21,Store 6,SP_I,New,"$58,432","$2,725","$1,906",Referral,Sold,122,STK-03124,Cadillac,Malibu,2026,0,9.3
2025-07-21,Store 8,SP_I,New,"$71,126","$1,070",$338,CarGurus,Lost,75,STK-03125,Ford,Terrain,2025,0,0
2025-07-21,Store 8,SP_D,Used,"$17,440","$2,401",$515,Email Campaign,Sold,90,STK-03126,Buick,Equinox,2024,1,9.0
2025-07-21,Store 8,SP_C,Used,"$32,881",$864,$948,Facebook,Sold,88,STK-03127,GMC,Malibu,2021,4,9.0
2025-07-21,Store 9,SP_D,New,"$29,662","$2,028",$552,Website,Sold,120,STK-03128,Honda,Camry,2025,3,9.3
2025-07-21,Store 9,SP_J,New,"$24,985","$2,521","$1,322",Phone,Pending,89,STK-03129,GMC,F-150,2024,0,0
2025-07-21,Store 9,SP_E,New,"$28,368","$2,844","$1,459",Website,Sold,85,STK-03130,Toyota,Tahoe,2025,0,9.1
2025-07-21,Store 9,SP_E,New,"$72,662","$2,224",$475,Referral,Lost,127,STK-03131,Toyota,Encore,2026,0,8.2
2025-07-22,Store 1,SP_I,Used,"$40,442",$483,"$2,072",Repeat Customer,Pending,89,STK-03132,Chevrolet,Equinox,2022,0,9.2
2025-07-22,Store 1,SP_G,New,"$40,936",$859,"$1,217",Facebook,Sold,22,STK-03133,GMC,Traverse,2026,1,9.7
2025-07-22,Store 10,SP_F,New,"$29,159","$2,774",$657,CarGurus,Sold,74,STK-03134,Toyota,Encore,2025,1,8.0
2025-07-22,Store 11,SP_G,Used,"$32,537","$1,702","$1,554",Website,Pending,41,STK-03135,GMC,RAV4,2019,0,0
2025-07-22,Store 12,SP_I,New,"$49,903",$663,"$1,628",Service Drive,Lost,71,STK-03136,Chevrolet,CR-V,2026,0,8.7
2025-07-22,Store 12,SP_D,New,"$22,147",$521,"$1,119",Website,Sold,48,STK-03137,Honda,RAV4,2026,3,9.7
2025-07-22,Store 2,SP_E,New,"$74,701","$1,505","$1,186",AutoTrader,Sold,12,STK-03138,Cadillac,RAV4,2026,1,9.7
2025-07-22,Store 2,SP_C,Used,"$36,858","$2,236","$1,193",Website,Sold,93,STK-03139,Toyota,Yukon,2021,2,8.9
2025-07-22,Store 3,SP_J,New,"$48,903","$3,015","$2,177",Service Drive,Pending,107,STK-03140,GMC,Sierra,2025,0,0
2025-07-22,Store 4,SP_I,Used,"$15,534",$959,$682,Referral,Sold,5,STK-03141,GMC,XT5,2022,2,8.3
2025-07-22,Store 4,SP_D,Used,"$37,636",$890,$354,Email Campaign,Sold,103,STK-03142,Buick,Accord,2022,3,9.0
2025-07-22,Store 5,SP_B,New,"$68,298","$1,415",$416,Referral,Sold,88,STK-03143,Cadillac,XT5,2026,3,9.4
2025-07-22,Store 6,SP_G,Used,"$35,388",$686,"$2,030",Website,Sold,43,STK-03144,Honda,Highlander,2021,3,8.6
2025-07-22,Store 6,SP_J,New,"$68,877","$2,266","$1,933",Facebook,Lost,18,STK-03145,Buick,Sierra,2025,0,0
2025-07-22,Store 6,SP_C,New,"$61,359",$768,"$1,925",Email Campaign,Pending,42,STK-03146,Ford,CR-V,2024,0,8.2
2025-07-22,Store 7,SP_D,New,"$54,643","$2,768","$1,270",Referral,Sold,3,STK-03147,Honda,RAV4,2026,1,8.6
2025-07-22,Store 7,SP_G,New,"$32,091","$3,272","$1,579",Facebook,Sold,27,STK-03148,Buick,Tahoe,2026,1,9.4
2025-07-22,Store 7,SP_A,New,"$44,708","$1,543",$840,Walk-In,Sold,120,STK-03149,Ford,Malibu,2026,2,9.2
2025-07-22,Store 8,SP_G,Used,"$43,232","$1,435","$1,603",Repeat Customer,Sold,100,STK-03150,GMC,Escape,2020,1,9.7
2025-07-22,Store 8,SP_G,New,"$71,977",$479,"$1,606",Website,Sold,115,STK-03151,Honda,Terrain,2026,4,8.9
2025-07-22,Store 9,SP_H,New,"$51,308","$2,596",$454,CarGurus,Sold,7,STK-03152,Buick,Highlander,2026,1,9.3
2025-07-22,Store 9,SP_G,New,"$59,868","$2,314",$799,CarGurus,Sold,122,STK-03153,Ford,F-150,2025,4,8.6
2025-07-22,Store 9,SP_E,Used,"$43,109","$3,284",$601,AutoTrader,Sold,113,STK-03154,Honda,Yukon,2019,3,9.4
2025-07-23,Store 1,SP_D,Used,"$39,062","$1,630","$1,132",Service Drive,Sold,44,STK-03155,Toyota,Silverado,2019,2,9.4
2025-07-23,Store 1,SP_B,Used,"$27,600","$3,056","$1,561",Facebook,Sold,21,STK-03156,Honda,Malibu,2019,1,9.7
2025-07-23,Store 10,SP_H,New,"$47,699","$2,902","$1,285",Facebook,Sold,21,STK-03157,GMC,Envision,2026,4,9.2
2025-07-23,Store 10,SP_E,Used,"$30,486","$1,547","$2,137",CarGurus,Sold,49,STK-03158,Cadillac,CR-V,2020,4,9.2
2025-07-23,Store 10,SP_J,New,"$60,251","$1,563","$1,014",Website,Sold,10,STK-03159,Honda,RAV4,2025,1,9.4
2025-07-23,Store 11,SP_H,Used,"$20,104","$1,422",$635,CarGurus,Sold,72,STK-03160,Ford,Camry,2022,1,9.2
2025-07-23,Store 12,SP_I,Used,"$12,333","$1,092","$1,277",AutoTrader,Lost,124,STK-03161,Ford,Tahoe,2021,0,0
2025-07-23,Store 12,SP_D,Used,"$16,150",$672,$950,Website,Sold,39,STK-03162,Toyota,Escape,2022,0,8.7
2025-07-23,Store 2,SP_J,Used,"$31,404","$2,097","$2,179",Service Drive,Pending,65,STK-03163,Honda,Silverado,2022,0,8.1
2025-07-23,Store 3,SP_D,Used,"$21,491","$3,663",$845,Walk-In,Sold,57,STK-03164,Honda,Terrain,2024,2,9.7
2025-07-23,Store 4,SP_F,New,"$59,578","$3,028","$1,483",Website,Sold,91,STK-03165,Ford,Pilot,2025,4,8.9
2025-07-23,Store 4,SP_E,Used,"$42,421","$1,377","$1,898",Phone,Sold,48,STK-03166,Cadillac,Escape,2022,2,8.9
2025-07-23,Store 5,SP_B,New,"$29,476","$1,568","$1,454",CarGurus,Sold,33,STK-03167,Buick,CR-V,2024,2,9.2
2025-07-23,Store 5,SP_F,Used,"$38,928","$1,755",$844,Email Campaign,Pending,90,STK-03168,Buick,Envision,2024,0,0
2025-07-23,Store 5,SP_A,New,"$28,872","$1,977","$1,305",Phone,Sold,5,STK-03169,Buick,CR-V,2024,3,8.6
2025-07-23,Store 5,SP_D,New,"$67,477","$3,787","$2,050",Website,Sold,41,STK-03170,GMC,Traverse,2026,3,9.4
2025-07-23,Store 6,SP_F,New,"$51,356",$409,"$1,318",Phone,Sold,106,STK-03171,Buick,Traverse,2025,0,8.6
2025-07-23,Store 6,SP_D,New,"$25,136","$2,543","$1,435",Email Campaign,Sold,102,STK-03172,Toyota,Equinox,2026,4,9.1
2025-07-23,Store 7,SP_H,New,"$34,982","$2,006",$609,Referral,Lost,66,STK-03173,Cadillac,RAV4,2026,0,0
2025-07-23,Store 7,SP_H,New,"$22,630","$2,889","$1,369",Service Drive,Pending,70,STK-03174,Toyota,Tahoe,2026,0,0
2025-07-23,Store 8,SP_B,Used,"$41,201","$1,239",$328,Email Campaign,Sold,110,STK-03175,Chevrolet,Highlander,2024,1,9.6
2025-07-23,Store 8,SP_B,Used,"$27,921",$577,$772,Website,Lost,103,STK-03176,Buick,Traverse,2019,0,0
2025-07-23,Store 9,SP_J,Used,"$17,131","$1,381",$330,Website,Sold,44,STK-03177,Honda,Silverado,2022,0,8.2
2025-07-24,Store 1,SP_G,New,"$49,485",$405,$358,AutoTrader,Sold,48,STK-03178,Buick,Terrain,2026,4,8.5
2025-07-24,Store 1,SP_D,New,"$34,712","$2,564","$1,711",AutoTrader,Sold,13,STK-03179,Toyota,XT5,2025,3,8.9
2025-07-24,Store 1,SP_A,New,"$49,860","$1,713","$1,849",Email Campaign,Sold,112,STK-03180,Ford,Terrain,2026,2,9.6
2025-07-24,Store 1,SP_C,Used,"$38,078",$714,"$1,834",Walk-In,Lost,126,STK-03181,Buick,Sierra,2022,0,0
2025-07-24,Store 10,SP_G,New,"$53,576","$3,430",$599,CarGurus,Sold,30,STK-03182,Chevrolet,Camry,2025,2,9.1
2025-07-24,Store 10,SP_F,Used,"$23,495",$460,"$1,816",Phone,Sold,14,STK-03183,Ford,Escape,2021,4,9.6
2025-07-24,Store 11,SP_H,New,"$22,025",$480,$657,AutoTrader,Sold,105,STK-03184,Toyota,Encore,2026,4,8.7
2025-07-24,Store 11,SP_C,New,"$51,051","$2,800",$499,Facebook,Lost,54,STK-03185,Buick,Terrain,2025,0,0
2025-07-24,Store 11,SP_H,New,"$39,072",$630,$747,Phone,Sold,41,STK-03186,Cadillac,Envision,2026,4,9.2
2025-07-24,Store 11,SP_C,New,"$46,557","$3,343","$2,136",Facebook,Sold,42,STK-03187,Buick,Tahoe,2024,4,9.5
2025-07-24,Store 11,SP_J,New,"$51,740","$1,197","$1,255",Phone,Pending,46,STK-03188,Honda,CR-V,2025,0,9.9
2025-07-24,Store 12,SP_D,New,"$34,759",$657,$911,Repeat Customer,Pending,48,STK-03189,Honda,Escape,2025,0,9.5
2025-07-24,Store 12,SP_D,New,"$44,426",$402,"$2,103",AutoTrader,Pending,41,STK-03190,GMC,Terrain,2025,0,8.8
2025-07-24,Store 12,SP_B,Used,"$21,980","$2,463","$1,700",Website,Sold,108,STK-03191,Cadillac,Envision,2021,4,9.7
2025-07-24,Store 12,SP_I,New,"$73,400","$1,994","$1,927",Email Campaign,Sold,124,STK-03192,GMC,Equinox,2026,1,8.2
2025-07-24,Store 2,SP_D,New,"$27,066",$670,$388,Repeat Customer,Pending,91,STK-03193,Chevrolet,Escape,2024,0,0
2025-07-24,Store 2,SP_H,Used,"$11,808","$1,405","$1,008",Service Drive,Pending,63,STK-03194,Ford,Traverse,2023,0,8.4
2025-07-24,Store 2,SP_C,Used,"$19,429","$1,561","$1,205",Phone,Sold,98,STK-03195,Buick,Equinox,2020,0,8.9
2025-07-24,Store 3,SP_E,New,"$47,431","$3,046","$1,269",Service Drive,Sold,16,STK-03196,Chevrolet,Traverse,2026,0,9.7
2025-07-24,Store 3,SP_C,Used,"$34,316","$2,163",$878,Referral,Lost,116,STK-03197,Cadillac,Escape,2020,0,0
2025-07-24,Store 5,SP_C,New,"$52,901",$691,"$1,157",CarGurus,Sold,64,STK-03198,Chevrolet,Bronco,2026,0,8.6
2025-07-24,Store 5,SP_A,New,"$72,809","$2,657","$1,316",CarGurus,Sold,19,STK-03199,Honda,Pilot,2026,1,9.2
2025-07-24,Store 6,SP_C,New,"$46,493",$527,$622,Email Campaign,Sold,63,STK-03200,Ford,RAV4,2024,4,8.8
2025-07-24,Store 7,SP_J,Used,"$34,026","$3,127",$493,Service Drive,Sold,77,STK-03201,Chevrolet,Encore,2024,3,8.9
2025-07-24,Store 8,SP_C,New,"$29,666","$3,122","$1,860",Website,Sold,105,STK-03202,Cadillac,Highlander,2025,2,9.6
2025-07-24,Store 9,SP_B,New,"$72,839","$2,117",$623,Service Drive,Pending,43,STK-03203,Honda,Accord,2025,0,0
2025-07-24,Store 9,SP_E,New,"$40,020","$3,326",$665,Service Drive,Pending,83,STK-03204,Ford,Yukon,2026,0,0
2025-07-24,Store 9,SP_H,Used,"$32,334","$1,902","$1,310",Email Campaign,Sold,35,STK-03205,Cadillac,Bronco,2020,2,9.4
2025-07-25,Store 1,SP_H,New,"$65,101","$1,152",$874,Email Campaign,Pending,107,STK-03206,Honda,Traverse,2024,0,9.4
2025-07-25,Store 1,SP_I,Used,"$43,796","$2,167","$1,223",Phone,Pending,73,STK-03207,Honda,Tahoe,2024,0,9.1
2025-07-25,Store 1,SP_G,Used,"$39,802","$3,566",$389,Email Campaign,Pending,127,STK-03208,GMC,Pilot,2021,0,0
2025-07-25,Store 1,SP_A,Used,"$45,582","$3,413",$388,AutoTrader,Sold,34,STK-03209,Toyota,Malibu,2019,2,9.7
2025-07-25,Store 10,SP_H,New,"$23,478","$1,999","$1,473",Walk-In,Sold,108,STK-03210,Ford,Pilot,2026,4,8.5
2025-07-25,Store 10,SP_A,New,"$50,314",$686,"$2,099",Walk-In,Pending,8,STK-03211,Ford,Yukon,2026,0,0
2025-07-25,Store 10,SP_H,New,"$64,740","$3,472","$1,048",AutoTrader,Pending,79,STK-03212,GMC,Terrain,2025,0,0
2025-07-25,Store 11,SP_D,New,"$49,617",$729,$646,CarGurus,Sold,21,STK-03213,Cadillac,XT5,2025,3,8.9
2025-07-25,Store 11,SP_D,New,"$68,093","$1,324","$1,853",Website,Sold,114,STK-03214,Toyota,Tahoe,2024,3,9.5
2025-07-25,Store 12,SP_F,New,"$25,894","$2,454","$1,224",Website,Sold,6,STK-03215,Chevrolet,Escape,2026,2,8.9
2025-07-25,Store 12,SP_E,Used,"$14,532","$3,128","$1,781",CarGurus,Sold,71,STK-03216,Toyota,Silverado,2024,1,9.1
2025-07-25,Store 2,SP_D,New,"$61,226","$2,124","$1,572",Facebook,Sold,90,STK-03217,Cadillac,Sierra,2024,4,9.6
2025-07-25,Store 3,SP_I,New,"$67,223",$469,"$1,790",Walk-In,Lost,126,STK-03218,GMC,Malibu,2025,0,0
2025-07-25,Store 4,SP_C,New,"$72,226","$1,023","$1,649",CarGurus,Lost,93,STK-03219,GMC,Escape,2025,0,0
2025-07-25,Store 5,SP_I,New,"$57,650","$1,921","$1,476",AutoTrader,Pending,33,STK-03220,Toyota,Pilot,2025,0,0
2025-07-25,Store 5,SP_I,Used,"$17,647","$2,342",$749,Repeat Customer,Sold,14,STK-03221,Ford,Pilot,2019,2,8.1
2025-07-25,Store 5,SP_F,New,"$52,620","$2,871","$1,944",CarGurus,Lost,107,STK-03222,Toyota,CR-V,2026,0,0
2025-07-25,Store 5,SP_B,New,"$71,724","$1,096","$1,009",Walk-In,Sold,55,STK-03223,Honda,RAV4,2025,1,8.2
2025-07-25,Store 5,SP_I,New,"$37,724",$552,"$1,632",Website,Sold,34,STK-03224,Buick,Traverse,2026,1,8.1
2025-07-25,Store 6,SP_B,New,"$74,752","$1,030","$1,510",Repeat Customer,Sold,55,STK-03225,Ford,Escape,2025,2,8.7
2025-07-25,Store 6,SP_H,Used,"$18,355","$1,992",$550,Service Drive,Sold,89,STK-03226,Ford,Bronco,2019,1,9.0
2025-07-25,Store 7,SP_F,New,"$41,264","$3,272",$651,Referral,Lost,44,STK-03227,Toyota,CR-V,2026,0,0
2025-07-25,Store 8,SP_H,New,"$57,692","$2,953","$1,592",Service Drive,Sold,80,STK-03228,Ford,Camry,2025,3,8.2
2025-07-25,Store 8,SP_A,New,"$42,336","$2,088",$437,Referral,Lost,19,STK-03229,Cadillac,Accord,2026,0,0
2025-07-25,Store 8,SP_G,New,"$49,936","$2,447","$1,383",Phone,Lost,105,STK-03230,Honda,Sierra,2026,0,9.2
2025-07-25,Store 9,SP_E,New,"$31,831","$1,298",$814,AutoTrader,Lost,117,STK-03231,GMC,Malibu,2025,0,0
2025-07-26,Store 1,SP_H,New,"$25,142","$1,973",$620,Repeat Customer,Sold,117,STK-03232,Toyota,Bronco,2026,2,8.3
2025-07-26,Store 1,SP_G,Used,"$37,811","$3,326","$1,970",Phone,Sold,124,STK-03233,Cadillac,Escape,2022,3,9.8
2025-07-26,Store 1,SP_G,New,"$39,200","$1,253","$1,320",Website,Pending,118,STK-03234,GMC,Equinox,2024,0,9.8
2025-07-26,Store 1,SP_G,Used,"$43,758","$2,135","$1,776",Repeat Customer,Lost,102,STK-03235,Toyota,Terrain,2021,0,0
2025-07-26,Store 10,SP_A,New,"$58,475","$2,241",$837,CarGurus,Pending,45,STK-03236,Buick,Escape,2024,0,0
2025-07-26,Store 11,SP_D,New,"$35,205","$2,828","$1,409",Facebook,Sold,75,STK-03237,Ford,Tahoe,2026,3,9.3
2025-07-26,Store 11,SP_G,New,"$22,278","$1,991","$1,048",Email Campaign,Pending,55,STK-03238,Chevrolet,Accord,2026,0,0
2025-07-26,Store 11,SP_H,Used,"$25,346","$3,030",$778,Referral,Sold,85,STK-03239,Honda,Malibu,2023,3,9.7
2025-07-26,Store 12,SP_H,New,"$41,193",$433,"$1,500",Repeat Customer,Pending,118,STK-03240,Honda,Terrain,2025,0,0
2025-07-26,Store 12,SP_E,New,"$59,930","$2,918","$2,186",Repeat Customer,Sold,24,STK-03241,Honda,F-150,2026,1,9.7
2025-07-26,Store 12,SP_J,New,"$63,080","$2,569",$498,Service Drive,Pending,121,STK-03242,Cadillac,Escape,2026,0,0
2025-07-26,Store 12,SP_I,Used,"$24,358","$1,453","$1,905",AutoTrader,Sold,51,STK-03243,GMC,Pilot,2019,3,9.2
2025-07-26,Store 2,SP_I,Used,"$17,937","$3,349","$1,370",Walk-In,Lost,111,STK-03244,Chevrolet,F-150,2022,0,0
2025-07-26,Store 2,SP_A,New,"$64,873","$2,489","$1,086",CarGurus,Sold,81,STK-03245,Buick,F-150,2025,2,8.6
2025-07-26,Store 2,SP_G,Used,"$34,656","$1,416","$1,594",Walk-In,Sold,82,STK-03246,Chevrolet,Encore,2023,2,9.0
2025-07-26,Store 2,SP_F,Used,"$23,203","$2,526","$2,182",CarGurus,Sold,106,STK-03247,Buick,Terrain,2022,2,9.4
2025-07-26,Store 2,SP_B,New,"$72,734","$3,786","$2,122",Referral,Sold,65,STK-03248,Honda,Escape,2025,3,9.1
2025-07-26,Store 2,SP_E,Used,"$14,547","$2,509","$2,112",Service Drive,Sold,104,STK-03249,Honda,Camry,2020,1,9.6
2025-07-26,Store 4,SP_G,Used,"$43,539","$1,051","$1,065",Service Drive,Sold,92,STK-03250,Honda,CR-V,2024,3,9.5
2025-07-26,Store 4,SP_B,New,"$69,719",$688,$942,Service Drive,Sold,106,STK-03251,GMC,Envision,2026,1,8.6
2025-07-26,Store 5,SP_E,Used,"$22,964","$3,109","$2,079",Email Campaign,Sold,99,STK-03252,Toyota,Sierra,2024,1,9.2
2025-07-26,Store 7,SP_C,New,"$64,368","$3,429","$1,304",Phone,Pending,24,STK-03253,Chevrolet,Terrain,2026,0,9.1
2025-07-26,Store 7,SP_H,New,"$49,458","$1,166",$735,AutoTrader,Sold,97,STK-03254,GMC,Malibu,2025,3,9.9
2025-07-26,Store 7,SP_J,Used,"$25,479","$2,764","$1,334",CarGurus,Sold,113,STK-03255,Chevrolet,Equinox,2022,3,8.7
2025-07-26,Store 7,SP_B,New,"$74,038","$3,700","$2,101",Phone,Sold,115,STK-03256,Cadillac,Malibu,2025,2,8.9
2025-07-26,Store 8,SP_I,Used,"$25,354","$2,821","$1,788",Walk-In,Sold,11,STK-03257,Cadillac,F-150,2020,2,8.3
2025-07-26,Store 8,SP_H,Used,"$35,338","$2,064",$582,Referral,Lost,28,STK-03258,Ford,Tahoe,2022,0,0
2025-07-26,Store 9,SP_J,New,"$39,968","$1,354","$1,838",Service Drive,Sold,52,STK-03259,Cadillac,Tahoe,2025,3,9.0
2025-07-27,Store 1,SP_G,New,"$49,538","$2,408",$417,CarGurus,Sold,13,STK-03260,Cadillac,Traverse,2024,1,9.6
2025-07-27,Store 1,SP_F,Used,"$45,078","$2,944","$1,315",Walk-In,Sold,120,STK-03261,Toyota,Tahoe,2024,1,9.5
2025-07-27,Store 1,SP_A,New,"$52,088","$2,837","$2,179",Repeat Customer,Sold,23,STK-03262,Cadillac,Silverado,2024,4,8.9
2025-07-27,Store 10,SP_G,Used,"$18,017","$2,457","$1,939",Service Drive,Sold,12,STK-03263,Cadillac,Equinox,2021,2,10.0
2025-07-27,Store 10,SP_B,New,"$26,936",$512,"$1,965",Service Drive,Sold,81,STK-03264,Chevrolet,CR-V,2026,4,9.4
2025-07-27,Store 11,SP_D,New,"$32,538","$2,779",$380,Referral,Lost,51,STK-03265,Buick,Yukon,2025,0,0
2025-07-27,Store 11,SP_H,New,"$52,862","$3,126","$1,170",CarGurus,Sold,28,STK-03266,Cadillac,CR-V,2025,3,8.5
2025-07-27,Store 11,SP_I,New,"$42,966",$825,$658,Email Campaign,Sold,32,STK-03267,Buick,Pilot,2026,1,8.3
2025-07-27,Store 12,SP_B,Used,"$24,602","$3,299","$1,315",CarGurus,Sold,87,STK-03268,Chevrolet,CR-V,2021,1,8.3
2025-07-27,Store 12,SP_B,Used,"$23,683","$3,269","$1,739",AutoTrader,Lost,56,STK-03269,Honda,Sierra,2019,0,0
2025-07-27,Store 12,SP_F,Used,"$41,501","$2,008","$1,999",Website,Sold,37,STK-03270,Ford,Tahoe,2022,3,8.3
2025-07-27,Store 12,SP_J,Used,"$27,631","$3,229","$2,080",Phone,Sold,94,STK-03271,GMC,Accord,2022,0,9.3
2025-07-27,Store 12,SP_C,Used,"$26,808","$1,157",$637,Facebook,Sold,43,STK-03272,Ford,Camry,2024,1,9.8
2025-07-27,Store 2,SP_C,Used,"$41,945",$469,$483,Email Campaign,Sold,113,STK-03273,Buick,Sierra,2021,2,9.2
2025-07-27,Store 2,SP_C,Used,"$12,295","$2,162","$1,981",Website,Sold,14,STK-03274,Buick,Equinox,2021,1,8.9
2025-07-27,Store 2,SP_I,New,"$55,042","$1,775",$943,Email Campaign,Sold,128,STK-03275,Buick,Malibu,2026,3,8.2
2025-07-27,Store 2,SP_B,New,"$26,602","$1,716",$978,Phone,Sold,29,STK-03276,Toyota,Silverado,2025,3,8.1
2025-07-27,Store 2,SP_C,New,"$53,104","$2,697",$692,Walk-In,Sold,5,STK-03277,Buick,Pilot,2025,1,9.1
2025-07-27,Store 3,SP_J,New,"$60,464","$2,636",$954,Facebook,Pending,48,STK-03278,Toyota,Sierra,2025,0,0
2025-07-27,Store 3,SP_E,New,"$30,257",$976,$866,Referral,Pending,74,STK-03279,Cadillac,F-150,2024,0,0
2025-07-27,Store 4,SP_A,New,"$65,363","$1,677","$1,580",Website,Pending,118,STK-03280,Toyota,Silverado,2026,0,0
2025-07-27,Store 4,SP_F,Used,"$47,301",$987,"$1,637",AutoTrader,Sold,127,STK-03281,Ford,Highlander,2021,2,9.2
2025-07-27,Store 4,SP_A,New,"$31,672","$2,469",$560,Email Campaign,Sold,81,STK-03282,Toyota,Terrain,2026,3,9.8
2025-07-27,Store 4,SP_E,New,"$35,298","$2,576",$884,Facebook,Sold,66,STK-03283,Chevrolet,F-150,2026,4,8.3
2025-07-27,Store 4,SP_H,Used,"$23,979","$3,190","$2,138",Repeat Customer,Sold,31,STK-03284,Toyota,XT5,2021,4,9.0
2025-07-27,Store 5,SP_D,Used,"$23,536","$1,337","$1,090",CarGurus,Sold,4,STK-03285,Ford,Traverse,2020,3,9.6
2025-07-27,Store 5,SP_G,Used,"$34,517","$1,952",$845,Email Campaign,Sold,130,STK-03286,Chevrolet,Silverado,2021,1,8.7
2025-07-27,Store 5,SP_C,Used,"$43,126",$444,"$1,877",Service Drive,Pending,90,STK-03287,Chevrolet,Pilot,2021,0,0
2025-07-27,Store 6,SP_A,New,"$68,316","$1,962","$1,852",Service Drive,Pending,101,STK-03288,Chevrolet,Malibu,2024,0,9.9
